ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
10570101,hide,hide,hide,hide,hide,Day 57：最后的准备 — END-A 路线,Club_away,Mixed_Emotion,,,
10570201,hide,hide,hide,hide,hide,,Club_away,Mixed_Emotion,,,
10570202,hide,hide,hide,hide,hide,[事件链],Club_away,Mixed_Emotion,,,
10570203,hide,hide,hide,hide,hide,"清晨  #2209  录音带就位      青鹭完成录音带制作·""证据链完整了""",Club_away,Mixed_Emotion,,,
10570204,hide,hide,hide,hide,hide,下午  #2210  村上秘书的弱点  春奈最后测试面具·找到秘书的行动规律,Club_away,Mixed_Emotion,,,
10570205,hide,hide,hide,hide,hide,"傍晚  #2211  紫的最后占卜    第一次占卜·""正位的星星""·紫微笑",Club_away,Mixed_Emotion,,,
10570206,hide,hide,hide,hide,hide,深夜  #2212  雪代的沉默      她在天台独自站了很久·没有回头,Rooftop,Silent_Night,,,
10570207,hide,hide,hide,hide,hide,,Rooftop,Silent_Night,,,
10570301,hide,hide,hide,hide,hide,,Rooftop,Silent_Night,,,
10570302,hide,hide,hide,hide,hide,,Rooftop,Silent_Night,,,
10570303,hide,hide,hide,hide,hide,早上八点。休息室里的光线比昨天亮了一些——云层薄了，阳光能透过来一点。葵坐在桌边。面前放着一台小型录音机。不是那种专业的——是普通的便携式录音机，灰色外壳，按钮的漆已经磨掉了一些。她把一盘磁带放进去。按下播放键。磁带开始转。沙沙的底噪从喇叭里流出来。,RestRoom,Mixed_Emotion,,,
10570304,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570305,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570306,hide,hide,hide,hide,hide,空气里有很淡的磁带味——那种旧电子产品的特有气味。塑料壳、金属磁头、磁带上的氧化铁涂层。混着葵身上的酒精味——她大概刚消毒过手。还有休息室里那种永恒的、淡淡的清洁剂味道。,RestRoom,Mixed_Emotion,,,
10570307,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570308,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570309,hide,hide,hide,hide,hide,录音机里的声音。先是沙沙声。然后是一个男人的声音——村上道也。不是正式的。是电话录音。声音有电话线特有的压缩感。,RestRoom,Mixed_Emotion,,,
10570310,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570311,村上道也,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570312,hide,hide,hide,hide,hide,……凤凰账户的资金明天转。让制药公司那边准备好。晚宴之后我要见到货。,RestRoom,Mixed_Emotion,,,
10570313,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570314,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570315,hide,hide,hide,hide,hide,然后另一个声音——制药公司的代表。,RestRoom,Mixed_Emotion,,,
10570316,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570317,录音·代表,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570318,hide,hide,hide,hide,hide,明白。数量按上次的。百分之十五的纯度。和以前一样。,RestRoom,Mixed_Emotion,,,
10570319,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570320,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570321,hide,hide,hide,hide,hide,然后又是村上道也。,RestRoom,Mixed_Emotion,,,
10570322,hide,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
10570323,村上道也,hide,hide,hide,hide,,RestRoom,Mixed_Emotion,,,
