ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
10210101,hide,hide,hide,hide,hide,Day 21：账簿的秘密 (1826~1831),Club_away,Mystery_Box,,,
10210201,hide,hide,hide,hide,hide,,Club_away,Mystery_Box,,,
10210202,hide,hide,hide,hide,hide,[事件链],Club_away,Mystery_Box,,,
10210203,hide,hide,hide,hide,hide,清晨  #82   彻夜研究      研究账簿·发现异常资金流,Club_away,Mystery_Box,,,
10210204,hide,hide,hide,hide,hide,"中午  #83   早莺围巾      南梨给主角织围巾·说""他从来没戴过我织的东西""（早莺姬★7）",Club_away,Mystery_Box,,,
10210205,hide,hide,hide,hide,hide,下午  #84   佐藤指令      拿凤凰卡·佐藤说这是最后手段,Club_away,Mystery_Box,,,
10210206,hide,hide,hide,hide,hide,深夜  #85   青鹭夜读      星野葵在休息室读医书，聊毒理学（青鹭姬★7）,RestRoom,Silent_Night,,,
10210207,hide,hide,hide,hide,hide,深夜  #86   凤凰卡到手    从白鹤办公室取出凤凰卡（选择分支）,Manager_Office,Silent_Night,,,
10210208,hide,hide,hide,hide,hide,,Manager_Office,Silent_Night,,,
10210301,hide,hide,hide,hide,hide,,Manager_Office,Silent_Night,,,
10210302,hide,hide,hide,hide,hide,,Manager_Office,Silent_Night,,,
10210303,hide,hide,hide,hide,hide,凌晨三点四十分。从俱乐部回来后没有睡。窗帘拉着，台灯开着。桌上摊着三样东西：昨晚在手机备忘录里记下的账簿片段、一张银鹮姬的名片、和一杯凉透了的速溶咖啡。咖啡表面结了一层薄薄的油膜，像池塘里的冰。窗外偶尔有早班卡车经过，引擎声很低，从墙壁传过来变成嗡嗡的震颤。,Cafe,Silent_Night,,,
10210304,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210305,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210306,hide,hide,hide,hide,hide,账簿上的数字在脑子里一遍一遍地转。代号后面跟着金额，金额后面跟着日期。不是俱乐部的流水。俱乐部的流水是整数，有零有整。账簿上的数字——全是整数。五十万。一百万。三百万。像是有人把零头都抹掉了。或者——这些数字本来就不是用来买东西的。,Cafe,Silent_Night,,,
10210307,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210308,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210309,hide,hide,hide,hide,hide,我把记得的几行写在纸上。笔尖戳破过两次。不是力气大，是纸太薄——便利店买的，最便宜的那种。灯光是黄色的，照在白纸上，那些数字看起来像某种已经灭绝的昆虫的残骸。,Cafe,Silent_Night,,,
10210310,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210311,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210312,hide,hide,hide,hide,hide,"有一个代号反复出现。不是人名。是一个符号——""P""。日期都很接近。金额很大。每一次""P""出现之后的三到五天，另一个代号就会出现。金额变小。像是——稀释。",Cafe,Silent_Night,,,
10210313,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210314,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,低声
10210315,hide,hide,hide,hide,hide,……洗。,Cafe,Silent_Night,,,
10210316,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210317,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210318,hide,hide,hide,hide,hide,"这个词从嘴里出来的时候，舌尖尝到了一点点咖啡的苦味。不是咖啡本身——是那个字。我在纸上把""P""圈起来。然后在旁边写了两个字：凤凰。笔停在""凰""字上。墨水渗开，变成了一个很小的黑点。智能手机亮了——莉香。不是电话，是照片。她在图书馆拍的，桌上摊着厚厚的商科教材，配了一行字：""学期论文。快死了。"" 我打了两个字——""加油。"" 发送。然后继续看账簿。但那个""P""旁边多了一行墨迹——是我写""加油""的时候，笔尖在纸上多停了一下。窗外又有一辆卡车经过。灯光扫过窗帘，投在墙上的影子短暂地亮了一下，然后熄灭。",Cafe,Silent_Night,,,
10210319,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210401,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210402,hide,hide,hide,hide,hide,,Cafe,Silent_Night,,,
10210403,hide,hide,hide,hide,hide,中午十二点。休息室里有一股便当的味道——炸鸡块、冷掉的米饭、甜酱油。暖气太足，窗户内侧结了一层水雾。小野南梨坐在角落的椅子上，腿上摊着一团毛线。灰色的。很浅的灰，像冬天的天空。,RestRoom,Silent_Night,,,
10210404,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210405,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,抬头
10210406,hide,hide,hide,hide,hide,啊——经理。,RestRoom,Silent_Night,,,
10210407,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210408,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210409,hide,hide,hide,hide,hide,她把毛线往怀里收了收。动作很小。像是怕被人看到什么不该看的东西。我走近的时候，闻到了她身上的味道——不是平时的洗发水，是毛线本身的气味。新的羊毛，有一点点动物的腥，被暖气烘过之后变成一种温和的、柔软的暖。,RestRoom,Silent_Night,,,
10210410,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210411,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210412,hide,hide,hide,hide,hide,……织东西。,RestRoom,Silent_Night,,,
10210413,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210414,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210415,hide,hide,hide,hide,hide,嗯。围巾。,RestRoom,Silent_Night,,,
10210416,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210417,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210418,hide,hide,hide,hide,hide,她把织了一半的围巾举起来给我看。针脚不齐。有几处松了，有几处太紧。边角微微卷起。她织了大概三分之二。颜色从灰过渡到深灰——不是故意的，是毛线球用完了，换了一个色号相近的。,RestRoom,Silent_Night,,,
10210419,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210420,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,笑了笑
10210421,hide,hide,hide,hide,hide,很丑对吧。我手笨。,RestRoom,Silent_Night,,,
10210422,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210423,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210424,hide,hide,hide,hide,hide,……织给谁。,RestRoom,Silent_Night,,,
10210425,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210426,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210427,hide,hide,hide,hide,hide,她的手指停住了。两根竹针悬在半空中，毛线从指缝间垂下来，微微晃动。她的指甲上有一小块淤青。不是新的，已经褪成很淡很淡的黄色。像是被门夹过，或者被别的东西。,RestRoom,Silent_Night,,,
10210428,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210429,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210430,hide,hide,hide,hide,hide,织给他的。就是——我跟你说过的那个。,RestRoom,Silent_Night,,,
10210431,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210432,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210433,hide,hide,hide,hide,hide,她低下头，继续织。竹针碰撞的声音很轻，像是某种很慢的节拍器。窗外的光透过水雾照进来，落在她手臂上。她袖子滑下去的时候，可以看到手腕内侧有一小块青色。和指甲上那块不同。这块是新的。她很快把袖子拉下来了。不是心虚。是习惯了。,RestRoom,Silent_Night,,,
10210434,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210435,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,声音很轻
10210436,hide,hide,hide,hide,hide,他从来没戴过我织的东西。,RestRoom,Silent_Night,,,
10210437,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210438,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210439,hide,hide,hide,hide,hide,……为什么。,RestRoom,Silent_Night,,,
10210440,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210441,早莺姬·小野南梨,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210442,hide,hide,hide,hide,hide,以前织过一条。黑色的。他说——颜色不搭。我就拆了。后来织了一条藏蓝色的。他说——太扎。我没拆，放在柜子里了。上个月拿出来看，被虫蛀了。,RestRoom,Silent_Night,,,
10210443,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210444,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
10210445,hide,hide,hide,hide,hide,"她说""被虫蛀了""的时候，声音没有任何起伏。像是在说一件完全不属于自己的事。她把围巾翻了个面，继续织。针脚还是松紧不一。但她在织。一针一针地织。",RestRoom,Silent_Night,,,
10210446,hide,hide,hide,hide,hide,,RestRoom,Silent_Night,,,
